cenario;arquivo_instancia;makespan_final;ddlb;razao_ms_ddlb;melhoria_ms;iteracoes;tempo_ga_ms
LLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLH\LLHHLLH_9.json;48251,34;48029,10;1,0046;253,40;10;4,53
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_1.json;14529,97;14457,46;1,0050;59,01;4;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_10.json;14226,03;14102,72;1,0087;87,68;2;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_2.json;14259,79;14186,28;1,0052;0,00;1;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_3.json;14511,86;14341,09;1,0119;0,00;1;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_4.json;14663,95;14567,52;1,0066;27,29;3;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_5.json;14545,34;14461,53;1,0058;0,00;1;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_6.json;14502,74;14364,28;1,0096;31,16;3;0,00
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_7.json;14577,07;14467,54;1,0076;52,98;3;0,53
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_8.json;14746,66;14692,20;1,0037;90,87;3;0,50
LLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHHLLL\LLHHLLL_9.json;14507,37;14453,22;1,0037;94,04;3;0,00
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_1.json;48375,12;47849,66;1,0110;402,98;60;36,05
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_10.json;48642,56;48150,05;1,0102;286,04;31;18,67
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_2.json;48517,76;47948,18;1,0119;382,51;50;30,17
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_3.json;48267,17;47820,90;1,0093;551,69;82;56,31
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_4.json;48417,34;47890,85;1,0110;464,74;47;30,19
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_5.json;48446,43;47941,90;1,0105;387,80;45;28,21
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_6.json;48585,26;48140,63;1,0092;284,57;47;29,28
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_7.json;48474,43;47949,75;1,0109;393,48;21;11,93
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_8.json;48323,52;47897,16;1,0089;892,65;53;33,55
LLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHH\LLHLHHH_9.json;48821,38;48214,72;1,0126;314,50;17;9,63
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_1.json;14251,92;14122,76;1,0091;138,76;10;0,50
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_10.json;14283,53;14125,23;1,0112;136,20;4;0,89
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_2.json;14427,83;14211,85;1,0152;29,85;2;0,00
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_3.json;14227,39;14057,92;1,0121;81,93;9;1,15
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_4.json;14308,95;14151,72;1,0111;73,83;6;0,92
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_5.json;14151,80;14025,28;1,0090;258,98;3;0,50
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_6.json;14418,04;14225,74;1,0135;0,00;1;0,00
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_7.json;14431,48;14220,04;1,0149;79,49;2;0,00
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_8.json;14396,91;14163,49;1,0165;44,92;2;0,00
LLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHHL\LLHLHHL_9.json;14432,98;14230,48;1,0142;58,15;3;0,00
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_1.json;47980,31;47677,17;1,0064;873,19;13;8,54
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_10.json;48453,57;48195,68;1,0054;695,06;10;5,51
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_2.json;48207,87;47907,10;1,0063;838,82;13;7,75
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_3.json;48311,02;47855,19;1,0095;875,06;11;6,55
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_4.json;47750,68;47375,01;1,0079;673,56;13;7,99
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_5.json;48407,90;48042,47;1,0076;586,09;5;1,47
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_6.json;48741,07;48371,85;1,0076;753,51;10;6,02
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_7.json;48316,86;48026,35;1,0060;526,74;13;6,54
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_8.json;48336,91;48052,60;1,0059;756,26;12;5,77
LLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLH\LLHLHLH_9.json;48291,49;47925,54;1,0076;735,54;8;3,98
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_1.json;14114,11;13936,50;1,0127;0,00;2;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_10.json;14406,22;14225,11;1,0127;28,08;2;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_2.json;14284,88;14191,81;1,0066;192,02;3;0,51
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_3.json;14018,72;13826,98;1,0139;63,98;2;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_4.json;14186,31;14072,88;1,0081;102,62;3;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_5.json;14598,94;14506,49;1,0064;184,39;3;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_6.json;14328,80;14159,03;1,0120;50,24;2;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_7.json;14099,80;13982,56;1,0084;161,07;4;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_8.json;14739,71;14621,60;1,0081;44,96;2;0,00
LLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLHLL\LLHLHLL_9.json;14256,97;14113,82;1,0101;216,69;3;0,00
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_1.json;49120,76;48903,82;1,0044;130,56;17;10,79
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_10.json;48867,31;48581,50;1,0059;213,16;11;9,00
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_2.json;48889,30;48640,10;1,0051;166,02;39;23,90
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_3.json;48879,29;48602,39;1,0057;151,71;31;19,17
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_4.json;48753,28;48516,94;1,0049;297,58;92;56,95
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_5.json;48531,46;48292,82;1,0049;327,16;36;23,25
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_6.json;48766,60;48526,32;1,0050;112,68;29;20,06
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_7.json;48802,12;48583,95;1,0045;146,04;52;35,83
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_8.json;48996,33;48714,10;1,0058;216,65;8;4,57
LLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHH\LLHLLHH_9.json;48721,31;48483,63;1,0049;164,56;37;22,70
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_1.json;14379,59;14249,90;1,0091;7,52;2;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_10.json;14311,34;14235,20;1,0053;37,67;3;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_2.json;14272,92;14135,81;1,0097;0,00;2;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_3.json;14369,66;14235,12;1,0095;0,00;1;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_4.json;14547,51;14412,03;1,0094;6,93;2;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_5.json;14481,29;14346,44;1,0094;0,00;1;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_6.json;14386,55;14285,03;1,0071;0,00;1;0,00
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_7.json;14427,01;14317,60;1,0076;9,63;3;0,50
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_8.json;14313,06;14209,25;1,0073;3,49;2;0,83
LLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLHL\LLHLLHL_9.json;14491,85;14370,88;1,0084;7,99;2;0,00
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_1.json;48801,18;48588,04;1,0044;344,06;9;4,76
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_10.json;48649,08;48470,83;1,0037;307,06;9;5,01
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_2.json;48691,59;48561,75;1,0027;356,21;9;5,64
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_3.json;48689,89;48476,15;1,0044;295,87;7;3,69
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_4.json;48726,46;48535,64;1,0039;366,30;13;8,21
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_5.json;49137,94;48890,63;1,0051;409,86;8;4,83
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_6.json;48646,90;48499,99;1,0030;209,00;9;5,30
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_7.json;48983,60;48679,35;1,0062;345,75;11;5,31
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_8.json;47970,46;47779,54;1,0040;333,24;12;6,75
LLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLH\LLHLLLH_9.json;48514,76;48342,42;1,0036;418,62;14;8,54
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_1.json;14498,20;14380,26;1,0082;90,40;2;0,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_10.json;14321,27;14188,25;1,0094;49,17;4;0,74
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_2.json;14582,27;14523,23;1,0041;101,24;2;0,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_3.json;14212,10;14103,35;1,0077;4,96;3;0,50
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_4.json;14037,81;13967,12;1,0051;135,22;3;0,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_5.json;14226,97;14063,42;1,0116;114,49;4;0,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_6.json;14661,65;14609,30;1,0036;121,06;3;0,50
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_7.json;14385,15;14291,73;1,0065;81,38;4;1,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_8.json;14377,96;14276,88;1,0071;1,28;2;0,00
LLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLHLLLL\LLHLLLL_9.json;14244,48;14169,84;1,0053;49,72;4;0,00
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_1.json;7811,53;7418,47;1,0530;730,42;115;94,86
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_10.json;7875,46;7382,56;1,0668;677,68;46;44,99
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_2.json;7828,68;7408,83;1,0567;652,09;104;65,36
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_3.json;7881,88;7395,01;1,0658;223,08;32;19,62
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_4.json;8293,40;7377,53;1,1241;229,43;9;7,49
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_5.json;7737,81;7380,34;1,0484;702,82;86;61,43
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_6.json;7764,42;7404,96;1,0485;722,26;108;78,80
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_7.json;7819,94;7401,45;1,0565;704,61;131;86,99
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_8.json;8286,02;7377,93;1,1231;322,09;9;5,60
LLLHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHH\LLLHHHH_9.json;7747,36;7389,54;1,0484;583,64;98;62,72
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_1.json;2182,81;1998,04;1,0925;4,44;2;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_10.json;2129,11;2005,06;1,0619;187,92;5;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_2.json;2129,00;1990,00;1,0698;93,50;6;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_3.json;2108,54;2000,97;1,0538;102,05;4;0,50
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_4.json;2177,95;1991,28;1,0937;18,91;2;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_5.json;2105,43;2013,89;1,0455;87,67;5;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_6.json;2174,82;1985,36;1,0954;239,27;8;0,54
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_7.json;2094,95;1993,56;1,0509;194,33;4;0,58
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_8.json;2134,62;2009,62;1,0622;110,84;4;0,00
LLLHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHHL\LLLHHHL_9.json;2170,65;2011,77;1,0790;173,34;4;0,90
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_1.json;7618,76;7399,52;1,0296;677,41;11;6,87
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_10.json;7696,91;7443,46;1,0341;682,11;14;9,00
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_2.json;7774,01;7499,94;1,0365;643,43;9;4,10
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_3.json;7785,64;7479,35;1,0410;637,33;6;3,32
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_4.json;7645,06;7477,11;1,0225;989,94;12;6,01
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_5.json;7694,89;7411,44;1,0382;739,47;11;6,10
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_6.json;7827,84;7503,25;1,0433;982,17;10;5,23
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_7.json;7637,77;7415,86;1,0299;872,03;10;5,38
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_8.json;7772,58;7444,70;1,0440;751,70;6;3,84
LLLHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLH\LLLHHLH_9.json;7744,03;7423,71;1,0431;836,24;10;5,72
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_1.json;2171,22;2065,56;1,0512;129,89;3;0,56
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_10.json;2110,67;2033,29;1,0381;74,14;3;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_2.json;2187,55;2031,77;1,0767;106,07;2;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_3.json;2137,64;2056,21;1,0396;168,31;2;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_4.json;2060,34;2017,31;1,0213;71,07;3;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_5.json;2137,90;2041,83;1,0471;0,00;1;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_6.json;2059,76;2023,04;1,0182;89,70;4;0,54
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_7.json;2089,95;2030,30;1,0294;221,21;3;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_8.json;2180,66;2058,23;1,0595;262,93;3;0,00
LLLHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHHLL\LLLHHLL_9.json;2092,26;2008,24;1,0418;269,57;3;0,00
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_1.json;8315,83;7982,05;1,0418;249,10;37;23,27
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_10.json;8318,86;7985,40;1,0418;136,25;28;17,81
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_2.json;8186,51;7982,57;1,0255;440,28;132;86,67
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_3.json;8160,38;7973,92;1,0234;182,15;79;63,80
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_4.json;8173,63;7969,19;1,0257;260,83;38;25,55
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_5.json;8208,74;7982,63;1,0283;335,62;115;124,71
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_6.json;8176,56;7954,65;1,0279;440,03;96;104,61
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_7.json;8214,93;7984,31;1,0289;122,55;19;10,00
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_8.json;8280,95;8000,62;1,0350;265,21;79;48,89
LLLHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHH\LLLHLHH_9.json;8177,07;7979,91;1,0247;359,05;70;46,04
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_1.json;2202,00;2128,81;1,0344;37,77;4;0,50
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_10.json;2222,23;2130,26;1,0432;52,32;6;0,00
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_2.json;2189,33;2120,89;1,0323;92,24;5;0,66
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_3.json;2196,00;2130,13;1,0309;62,31;4;0,00
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_4.json;2163,41;2115,61;1,0226;103,31;3;0,50
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_5.json;2194,68;2119,84;1,0353;34,70;3;0,50
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_6.json;2177,16;2116,84;1,0285;132,11;10;1,00
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_7.json;2199,61;2121,28;1,0369;69,93;11;1,03
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_8.json;2184,92;2113,20;1,0339;46,23;5;0,00
LLLHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLHL\LLLHLHL_9.json;2184,40;2130,73;1,0252;0,00;1;0,00
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_1.json;8161,45;8038,22;1,0153;436,17;11;9,84
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_10.json;8156,17;8024,90;1,0164;375,10;12;5,86
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_2.json;8186,72;8016,36;1,0213;320,82;8;5,36
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_3.json;8297,42;8044,78;1,0314;255,87;6;4,00
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_4.json;8214,92;8015,62;1,0249;386,27;10;6,67
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_5.json;8239,57;8076,09;1,0202;483,32;11;7,76
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_6.json;8059,81;7985,35;1,0093;454,77;12;8,59
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_7.json;8109,71;7995,52;1,0143;238,25;11;8,28
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_8.json;8137,95;8037,54;1,0125;392,06;10;8,55
